,entity,number,gender
155,Беларуская грамада ў Празе,Sing,Fem
156,Інстытут міжнароднага права,Sing,Neut
157,Нацыянальная акадэмія навук Беларусі,Sing,Masc
158,Нацыянальны банк Украіны,Sing,Masc
159,Міністэрства транспарту ЗША,Sing,
160,Мастацкая літаратура (выдавецтва),Sing,Neut
161,Задзіночанне беларускіх ветэранаў у Аўстраліі,Sing,Fem
162,Беларуская Рада Культуры,Sing,Fem
163,Алімпійскі камітэт Фінляндыі,Sing,Masc
164,Акадэмія навук і мастацтваў,Sing,Masc
165,Косава,Sing,Neut
166,Міжнародны саюз сучаснага пяцібор’я,Sing,Masc
167,Міжнародная асацыяцыя беларусістаў,Plur,Masc
168,Вышэйшая школа адукацыі ў спорце,Sing,Fem
169,Славацкі ўрад у выгнанні (1945),Sing,Masc
170,Нацыянальны цэнтр мастацкай творчасці дзяцей і моладзі,Sing,Masc
171,Савет Еўропы,Plur,Masc
172,Беларускі Саюз Прадпрымальнікаў,Sing,Masc
173,Шведскі інстытут,Sing,Masc
174,Свабодны прафсаюз металістаў,Sing,Masc
175,Саюз кінематаграфістаў СССР,Plur,Masc
176,Нацыянальны саюз гарнякоў (Вялікабрытанія),Sing,Masc
177,Belgischer Rundfunk,Sing,Fem
178,Беларуская федэрацыя кіберспорту,Sing,Fem
179,Асацыяцыя добраахвотных пажарных дружын Польскай Рэспублікі,Sing,Fem
180,Беларускі інстытут стратэгічных даследаванняў,Sing,Masc
181,Інфармацыйна-аналітычны цэнтр пры Адміністрацыі прэзідэнта Рэспублікі Беларусь,Sing,Masc
182,Кіберпартызаны,Sing,Masc
183,Універсітэт сучасных ведаў,Sing,Masc
184,Беларускі гальфстрым,Sing,Neut
185,Македонская антыфашысцкая арганізацыя,Sing,Fem
186,Цэнтральнае ўпраўленне дзяржаўнай бяспекі,Sing,Neut
187,Арганізацыя па бяспецы і супрацоўніцтве ў Еўропе,Sing,
188,Беларускае таварыства Чырвонага Крыжа,Sing,Neut
189,Фонд імя І.,,
190,Любачкі,Sing,Masc
191,Чэнстахоўскі політэхнічны ўніверсітэт,Sing,Masc
192,Беларускі вызвольны рух (арганізацыя),Sing,Masc
193,Зялёны пояс (экалагічны рух),Sing,Masc
194,Полымя (літаратурнае аб’яднанне),Sing,
195,BelToll,,
196,Беларуская гандлёвая палата ў Кіеве,Sing,Fem
197,Дзяржаўны ваенна-прамысловы камітэт Рэспублікі Беларусь,Sing,Masc
198,Выдавецтва Вацлава Ластоўскага,Sing,Masc
199,Люблінскі трохвугольнік,Sing,Masc
200,Беларуская федэрацыя хакея на траве,Sing,Fem
201,Нацыянальны савет кінакрытыкаў ЗША,Plur,Masc
202,Беларускі экалагічны саюз,Sing,Masc
203,Група дваццаці,,
204,Дзяржаўны савет Грэцыі,Sing,Masc
205,Афінская акадэмія,Sing,Fem
206,Banca Transilvania,,
207,Беларуская рэвалюцыйная партыя (1950-я),Sing,Fem
208,Свабодны прафсаюз Беларускі,Sing,Masc
209,Армія людзей накшбандзійскага ордэна,Sing,Masc
210,Стакгольмская фондавая біржа,Sing,Fem
211,Польскае таварыства «Асвета» ў Нясвіжы,Sing,Fem
212,Цэнтр Астрагорскага,Sing,Masc
213,Мытны саюз ЕАЭС,Sing,Masc
214,Dexia,,
215,Японскае агенцтва аэракасмічных даследаванняў,Sing,Neut
216,Індустрыяльныя працоўныя свету,Sing,Fem
217,Лебедзеўскае моладзевае падполле (1948),Sing,
218,Універсітэт Паноніі,Sing,Fem
219,Батумская дзяржаўная марская акадэмія,Sing,Fem
220,Бацькаўшчына (Дзвінск),Sing,Fem
221,Інстытут эканомікі НАН Беларусі,Sing,Masc
222,Патрыятычны фронт эфіопскага народа,Sing,Masc
223,Бакінская фондавая біржа,Sing,Fem
224,Беларускі фонд культуры,Sing,Masc
225,Упраўленне Вярхоўнага камісара ААН па правах чалавека,Sing,Neut
226,Арганізацыя па правах чалавека Эрытрэі,Sing,Fem
227,Саюз пісьменнікаў Расіі,Sing,Masc
228,Фонд салідарнасці BYSOL,Plur,Fem
229,Амерыканскі інстытут кінамастацтва,Sing,Masc
230,Алімпійскі камітэт Канады,,
231,Інстытут механікі металапалімерных сістэм імя У.,Sing,Masc
232,А.,,
233,Белага НАН Беларусі,Sing,Masc
234,Саюз беларускай моладзі,Sing,Fem
235,Асацыяцыя дзяржаў Паўднёва-Усходняй Азіі,Plur,Masc
236,Навукова-практычны цэнтр НАН Беларусі па матэрыялазнаўстве,Sing,Neut
237,Лідская моладзевая падпольная арганізацыя (1950),Sing,Masc
238,Аб’яднаны прафсаюз працоўных аўтамабільнай прамысловасці,Sing,Masc
239,Міжнародны валютны фонд,Sing,Masc
240,Бярэзінскае нацыяналістычнае падполле,,
241,УЕФА,,
242,Афрыканская камісія па правах чалавека і народаў,Sing,Fem
243,Фондавая біржа Каракаса,,
244,Інстытут сацыялогіі НАН Беларусі,Sing,Fem
245,Такійская фондавая біржа,Sing,Fem
246,Філікі Этэрыя,Sing,Fem
247,Беларускае таварыства паляўнічых і рыбаловаў,Sing,Neut
248,Лосвіда (турысцка-аздараўленчы комплекс),Sing,Masc
249,Нацыянальны камітэт выратавання народа,,
250,Арганізацыя ўкраінскіх нацыяналістаў,Plur,Masc
251,Міжнародны савет па кнігах для моладзі,Sing,Neut
252,Славацкі нацыянальны банк,Sing,Masc
253,Вялікі Камень (індустрыяльны парк),Sing,Masc
254,Форум «Азія — Еўропа»,,
255,Парламенцкая асамблея Савета Еўропы,Sing,Fem
256,Фонд імя Льва Сапегі,Sing,Masc
257,Lesbians and Gays Support the Miners,,
258,Прыазоўскі дзяржаўны тэхнічны ўніверсітэт,Sing,Masc
259,Афрыканскі Саюз,Sing,Masc
260,КАНМЕБОЛ,Sing,Masc
261,Цэнтр новых ідэй,Sing,Masc
262,AIESEC,Sing,Fem
263,Акадэмія аграрных навук Рэспублікі Беларусь,Plur,Fem
264,Край (арганізацыя),Sing,Fem
265,Інстытут фізікі і матэматыкі Акадэміі навук БССР,Plur,Masc
266,Ліга Нацый,Sing,Fem
267,Ліга Манархічная Вялікага Княства Літоўскага,Sing,Fem
268,Варшаўская вышэйшая гуманітарная школа імя Баляслава Пруса,Sing,Fem
269,Ісламская армія ў Іраку,Sing,Fem
270,Пагуошскі рух навукоўцаў,Sing,Masc
271,Янушкевіч (выдавецтва),Sing,Neut
272,Арганізацыя па забароне хімічнай зброі,Sing,Fem
273,Беларускі фонд спартыўнай салідарнасці,Sing,Masc
274,Міжнародная федэрацыя катоў,Plur,Masc
275,Служба бяспекі (Трэці рэйх),,
276,Універсітэт ветэрынарнай медыцыны і фармацыі ў Кошыцах,Sing,Masc
277,Білацэркіўскі нацыянальны аграрны ўніверсітэт,Sing,Masc
278,Разумныя сеткі,Plur,Fem
279,Нацыянальная акадэмія навук ЗША,Sing,Neut
280,Беларуска-амерыканскі грамадскі цэнтр,Sing,Masc
281,Інстытут беларускай культуры,Sing,Fem
282,Беларускі дзяржаўны архіў кінафотафонадакументаў,Sing,Masc
283,Вялікая ложа Беларусі,Sing,Fem
284,Міжнародная канфедэрацыя прафсаюзаў,Plur,Masc
285,Нацыянальная алімпійская і спартыўная асацыяцыя Ісландыі,Sing,Fem
286,Асацыяванае трыа,Sing,
287,Міжнародная федэрацыя вексілалагічных асацыяцый,Sing,Fem
288,Федэрацыя бадмінтона Азербайджана,Sing,Fem
289,Універсітэт Мішкальца,Sing,
290,Сусветная харчовая праграма,Sing,Fem
291,Беларуская Аўтаномная Праваслаўная Царква,Sing,Fem
292,Камітэт абароны журналістаў,Sing,Masc
293,Еўрапейскае чыгуначнае агенцтва,Sing,Neut
294,Шматпрофільная комплексная місія ААН па стабілізацыі ў Цэнтральнаафрыканскай Рэспублікі,Sing,Fem
295,Мінскі царкоўны гісторыка-археалагічны камітэт,Sing,Masc
296,Крымская платформа,Sing,Fem
297,ГУАМ (арганізацыя),Sing,Masc
298,Харкаўская дзяржаўная акадэмія культуры,Sing,Fem
299,Савет па ірландскай мове,Sing,Fem
300,Сусветная антыкамуністычная ліга,Sing,Fem
301,"Акадэмія музыкі, тэатра і выяўленчых мастацтваў",Plur,Masc
302,Алімпійскі камітэт Харватыі,Sing,Masc
303,Рэспубліканскі каардынацыйны савет кіраўнікоў палітычных партый і грамадскіх аб’яднанняў,Sing,Masc
304,Навукова-даследчы цэнтр Мізеса,,
305,Маген Давід Адом,Sing,Masc
306,Усеагульная туніская канфедэрацыя працы,Sing,Fem
307,Найвышэйшае камандаванне джыхаду і вызвалення,Sing,Neut
308,НАТА,,
309,Беларускае (Крывіцкае) культурнае таварыства імя Ф.,Sing,
310,Скарыны,Plur,
311,Лівійская ісламская баявая група,Sing,Fem
312,Алімпійскі камітэт Чэхіі,Sing,Masc
313,Сусветная федэрацыя катоў,Plur,Masc
314,Браціслаўская фондавая біржа,Sing,Fem
315,Савет эканамічнай узаемадапамогі,Sing,Neut
316,Федэрацыя студэнтаў і школьнікаў Кот-д’Івуара,Sing,Masc
317,Група Анушкевічаў,Plur,Masc
318,Галоўнае ўпраўленне ўнутраных спраў Мінскага гарвыканкама,Sing,Neut
319,Чорная кошка (Мінск),Sing,Fem
320,Ф,Sing,Masc
321,ІФА,,
322,Правы рэванш,,
323,Міжнародны камітэт Чырвонага Крыжа,Sing,Masc
324,Радзіслава,,
325,Штаб БКА,Sing,Masc
326,Беларускае аб’яднанне ў Паўднёвай Аўстраліі,Sing,Neut
327,Камсамол,Sing,Masc
328,Сусветны паштовы саюз,Sing,Masc
329,Аб’яднаны інстытут энергетычных і ядзерных даследаванняў «Сосны»,Plur,
330,Бухарэсцкая фондавая біржа,Sing,Fem
331,Міжнародная федэрацыя лыжнага спорту,Sing,Masc
332,Міжнародны рух Чырвонага Крыжа і Чырвонага Паўмесяца,Sing,Masc
333,Камісія па расследаванні надзвычайных сітуацый (Тыграй),Sing,Fem
334,Саюз архітэктараў СССР,Sing,Masc
335,Таварыства перасоўных мастацкіх выставак,Sing,Neut
336,Amnesty International,,
337,Народныя амбасады Беларусі,Plur,Masc
338,Інстытут тэхналогіі металаў,Plur,Fem
339,НАН Беларусі,Sing,Masc
340,Выдавецтва «Нашай Нівы»,Sing,Neut
341,Беларуская Энцыклапедыя імя Петруся Броўкі,Sing,Fem
342,Беларуская незалежніцкая партыя,Sing,Fem
343,Алімпійскі камітэт Літвы,Sing,Masc
344,Сусветнае антыдопінгавае агенцтва,Sing,Neut
345,Сусветная арганізацыя аховы здароўя,Sing,Neut
346,Клайпедскі дзяржаўны каледж,Plur,Masc
347,Цэнтр НАТА па пытаннях супрацы ў галіне кіберабароны,Sing,Neut
348,Аператыўная рабочая група па стратэгічных камунікацыях,Sing,Fem
349,Еўрапейскі ўніверсітэт імя Мігеля дэ Сервантэса,,
350,Беларуская вайсковая арганізацыя,Sing,Fem
351,Акадэмія сельскагаспадарчых навук БССР,Sing,Masc
352,Новыя сілы (групоўка),Plur,Fem
353,Выдавецтва Гарвардскага ўніверсітэта,Sing,Masc
354,Міжнароднае таварыства правоў чалавека,Sing,Neut
355,Еўрапейскае касмічнае агенцтва,Sing,Neut
356,Еўрапейскае агенцтва марской бяспекі,Plur,Neut
357,Сусветны савет цэркваў,Sing,Masc
358,Ашчадбанк Расіі,Sing,Fem
359,Квартэт нацыянальнага дыялогу ў Тунісе,Sing,Masc
360,Федэрацыя хакея Рэспублікі Беларусь,Plur,Masc
361,Беларускі саюз журналістаў,Sing,Masc
362,Асацыяцыя развіцця фінансавага рынку,Sing,Neut
363,Ураджай (выдавецтва),Sing,Neut
364,Беларуская валютна-фондавая біржа,Sing,Fem
365,Беларуская асацыяцыя рэсурсных цэнтраў,Sing,Fem
366,Еўрапейскі калегіум,Sing,Masc
367,Беларускі навукова-даследчы цэнтр электроннай дакументацыі,Plur,Neut
368,Варшаўская фондавая біржа,Sing,Fem
369,Deutsche Bank,,
370,Канфедэрацыя працы Расіі,Sing,Fem
371,Інстытут цепла- і масаабмену імя А.,Sing,Neut
372,В.,Sing,Fem
373,Лыкава НАН Беларусі,Sing,Fem
374,Міжнародная канфедэрацыя арабскіх прафсаюзаў,Sing,Fem
375,Алімпійскі камітэт Брытанскіх Віргінскіх астравоў,Sing,Masc
376,Будапешцкая фондавая біржа,Sing,Fem
377,Рух за нацыянальную незалежнасць Латвіі,Sing,Masc
378,Рэспубліканскі фонд «Халакост»,Sing,Masc
379,Урад Вацлава Ластоўскага,Sing,Masc
380,Беларускі навукова-даследчы інстытут дакументазнаўства і архіўнай справы,Sing,Masc
381,Саюз беларускіх пісьменнікаў,Plur,Masc
382,Беларускі саюз мастакоў,Sing,Masc
383,Акадэмія навук Албаніі,Sing,Masc
384,Міжнародны саюз біятланістаў,Sing,Masc
385,Савет выратавання Анбара,Sing,Neut
386,DZ Bank,Sing,Fem
387,Freedom House,,
388,Архіў Рэспублікі Сербскай,Sing,Masc
389,Амерыканская федэрацыя працы — Кангрэс вытворчых прафсаюзаў,Sing,Masc
390,Беларускае зямляцтва пралетарскага студэнцтва,Sing,Neut
391,Брэсцкае таварыства ўрачоў,Sing,Neut
392,Чатыры чвэрці,,
393,General Motors,,
394,Інстытут энергетыкі НАН Беларусі,,
395,Белая воля,,
396,Беларускі саюз архітэктараў,Sing,Masc
397,Дзяржаўная рада Славакіі,Sing,Fem
398,Вялікалітоўскі фонд імя Льва Сапегі,Sing,Fem
399,Дзіцячы фонд ААН,Sing,Masc
400,Акадэмія фізічнага выхавання Юзафа Пілсудскага ў Варшаве,Sing,Neut
401,Міжурадавая група экспертаў па змяненні клімату,Sing,Masc
402,Кнігазбор,Sing,Masc
403,Нацыянальны алімпійскі камітэт Італіі,Sing,Masc
404,Украінскі нацыянальны саюз,Sing,Masc
405,Група Ханжанкова,Sing,Fem
406,Інстытут тэхнічнай акустыкі НАН Беларусі,Sing,Fem
407,Нацыянальнае геаграфічнае таварыства,Sing,Neut
408,Беларуская бібліятэка і музей імя Францішка Скарыны,Sing,Fem
409,Цэнтр даследаванняў і распрацовак у галіне інфармацыйных тэхналогій і тэлекамунікацый (Албанія),Sing,Masc
410,Сусветны эканамічны форум,Plur,
411,Міжнародны гуманітарны ўніверсітэт,Sing,Masc
412,RDS,,
413,Федэрацыя функцыянальнага мнагабор’я,Sing,Neut
414,Агенцтва гарантаванага пакрыцця банкаўскіх укладаў (дэпазітаў) фізічных асоб,Plur,Masc
415,Беларуская ўніверсальная таварная біржа,Sing,Fem
416,Press Club Belarus,,
417,Сусветны банк,Sing,Masc
418,Інстытут матэматыкі НАН Беларусі,,
419,Усеагульная канфедэрацыя працы (Італія),Sing,Fem
420,Нацыянальны саюз мастакоў Украіны,Sing,Masc
421,Беларускі жаночы камітэт у Вікторыі,Sing,Masc
422,Нацыянальны банк Грузіі,Sing,Masc
423,Цюрыхскі ўніверсітэт прыкладных педагагічных навук,Sing,Masc
424,Саюз актыўнай барацьбы,Sing,Fem
425,Саюз арабскага Магрыба,Sing,Masc
426,Беларуская асацыяцыя міжнародных аўтамабільных перавозчыкаў,Sing,Fem
427,Кіраўніцтва справамі Прэзідэнта Рэспублікі Беларусь,Sing,Neut
428,Беларускае казацтва,Sing,Neut
429,Садружнасць нацый,Sing,Fem
430,Міжнародны савет музеяў,Sing,Masc
431,Фронт патрыётаў адзінства Эфіопіі,Sing,Masc
432,Згуртаванне беларусаў свету «Бацькаўшчына»,Sing,Neut
433,Нацыянальны цэнтр заканадаўства і прававых даследаванняў,Plur,Masc
434,Беларуская аўтамабільная асацыяцыя,Sing,Fem
435,Усходняе партнёрства,Sing,Neut
436,Міжнароднае таварыства аматараў кіно,Sing,Neut
437,Інстытут фізіялогіі НАН Беларусі,Sing,Fem
438,Інстытут украіназнаўства імя І.,,
439,Крыпякевіча НАН Украіны,Plur,
440,Фонд Гейдара Аліева,Sing,Masc
441,Парламенцкая асамблея АБСЕ,Sing,Neut
442,Італьянская фондавая біржа,Sing,Fem
443,Цэнтральная камісія Рэспублікі Беларусь па выбарах і правядзенні рэспубліканскіх рэферэндумаў,Sing,Fem
444,Акадэмія рускага балета імя А.,Sing,Neut
445,Я.,Sing,
446,Ваганавай,Sing,Fem
447,Эфіопскі савет па правах чалавека,Sing,Masc
448,РИА Новости,Sing,Fem
449,Міжнародны фонд Янкі Купалы,Sing,Masc
450,Галіяфы,Sing,Masc
451,Euronext,Sing,Fem
452,Banco do Brasil,Sing,Fem
453,Артэк,Sing,Masc
454,Падпольны камітэт,Sing,Masc
455,Саюз Абароны Радзімы і Свабоды,Plur,Masc
456,Беларуская асацыяцыя страхоўшчыкаў,Sing,Fem
457,Сусветная метэаралагічная арганізацыя,Sing,Fem
458,Германскі цэнтр авіяцыі і касманаўтыкі,Sing,Masc
459,Кілскі ўніверсітэт,Sing,Masc
460,Беларускі цэнтральны камітэт у Вікторыі,Sing,Masc
461,Выдавецкі дом,Sing,Masc
462,«Звязда»,,
463,Альфансіянская акадэмія,Sing,Fem
464,Міжнародная аўтамабільная федэрацыя,Sing,Fem
465,Мемарыял (арганізацыя),Sing,Masc
466,Грунвальд (летнік),Sing,Masc
467,Саюз мастакоў СССР,Plur,Masc
468,Рэспубліканскі навукова-практычны цэнтр неўралогіі і нейрахірургіі,Sing,Masc
469,Асацыяцыя кінакрытыкаў Лос-Анджэлеса,Plur,Masc
470,Рассельгасбанк,Sing,Masc
471,Міжнародная федэрацыя фехтавання,Sing,Fem
472,Эфіопская камісія па правах чалавека,Sing,Masc
473,Нарвежская місія (лютэранства),Sing,Neut
474,Юнацтва (выдавецтва),Sing,Fem
475,Еўрапейская асацыяцыя свабоднага гандлю,Sing,Fem
476,Нямецкая служба акадэмічных абменаў,Plur,Masc
477,Усеўкраінскі саюз беларусаў,Sing,Masc
478,Кіпрскі адкрыты ўніверсітэт,Sing,Masc
479,"Collegium Nobilium (Вільня, піяры)",,
480,Gavarun.by,,
481,Усебеларускае аб’яднанае казацтва,Sing,Neut
482,Берлінскі ўніверсітэт прыкладных навук «SRH»,Sing,Masc
483,Яўрэйскі нацыянальны фонд,Sing,Masc
484,Міжнародная федэрацыя спартыўнага арыентавання,Sing,Fem
485,Французскі сіндыкат крытыкаў кіно і тэлебачання,Sing,Masc
486,Саюз пісьменнікаў СССР,Sing,Masc
487,Федэрацыя прафсаюзаў Беларусі,Plur,Masc
488,Франкафонія,Plur,
489,Каардынацыйная рада (Беларусь),Sing,Fem
490,С14,,
491,Інстытут Храма,,
492,Еўраюст,,
493,Міністэрства фінансаў Рэспублікі Беларусь,Sing,Fem
494,Міжнародная асацыяцыя паветранага транспарту,Sing,Masc
495,Інстытут матэматыкі і кібернетыкі,Sing,Fem
496,Свабоднае аб’яднанне спартсменаў Беларусі,Sing,Neut
497,Міжнародная арганізацыя грамадзянскай авіяцыі,Sing,Fem
498,Польскае таварыства «Асвета» ў Мінску,Sing,Neut
499,Група 77,,
500,Кітайскае нацыянальнае касмічнае ўпраўленне,Sing,Neut
501,Шанхайская арганізацыя супрацоўніцтва,Sing,Fem
502,ЮНЕСКА,,
503,Рэспубліканская асацыяцыя мікрафінансавых арганізацый,Sing,Fem
504,Фізіка-тэхнічны інстытут НАН Беларусі,Sing,Masc
505,ЮніХэлп,Sing,Masc
506,Себ Хідры,Sing,Fem
