,entity,number,gender
134,Mezinárodní federace badmintonu,Sing,Fem
135,Lotte Mart,Sing,Masc
136,Unie českých a slovenských zoologických zahrad,Sing,Fem
137,Fronta za osvobození enklávy Cabinda,Sing,Fem
138,Bratři v triku,Plur,Masc
139,Tupolev,Sing,Masc
140,GroenLinks,Sing,Masc
141,Royal Tongan Airlines,Plur,Fem
142,Deutscher Turnverband,Sing,Masc
143,Slovenský filmový ústav,Sing,Masc
144,Rolladen Schneider,Sing,Masc
145,Mezinárodní federace účetních,Sing,Fem
146,Genius (elektronika),Sing,Masc
147,OXXO,Sing,Neut
148,Konference OSN o obchodu a rozvoji,Sing,Fem
149,Cubana de Aviación,,
150,Deutsche Bundesbahn,Sing,Masc
151,Copa Airlines,Plur,Fem
152,Severochema,Sing,Neut
153,Celluloid Records,Plur,Masc
154,Avianca,Sing,Fem
155,Hrvatska stranka prava,Plur,Neut
156,Tuzex,Sing,Masc
157,Eparchie vídeňská a rakouská,Sing,Fem
158,Mezinárodní lyžařská federace,Sing,Fem
159,Sdružení polských elektrikářů,Sing,Neut
160,Verejnosť proti násiliu,,
161,GMA Network,Sing,Neut
162,Český střelecký svaz,Sing,Masc
163,Příbramská strojírna a slévárna,Sing,Fem
164,Pákistánská lidová strana,Sing,Fem
165,Honda,Sing,Fem
166,Osmanská 3. armáda,Sing,Fem
167,Konvent oblátů (Varnsdorf),Sing,Masc
168,Sbor Dr. Karla Farského (Kuřim),Sing,Masc
169,Egyptská strana zelených,Sing,Fem
170,IG Farben,Sing,Masc
171,Budoucnost (družstvo),Sing,Fem
172,Raidió Teilifís Éireann,,
173,FISA (filatelie),Sing,Fem
174,Federação Escotista de Portugal,Sing,Neut
175,Mars (firma),Sing,Masc
176,Druhá vláda Jana Syrového,Sing,Fem
177,Malév,Sing,Masc
178,Maďarsko-německá sociálně demokratická strana,Sing,Fem
179,ZEZ SILKO,Sing,Masc
180,Mezinárodní golfová federace,Sing,Fem
181,Discant,Sing,Masc
182,Ma'arach,Sing,Fem
183,Světová federace tanečního sportu,Sing,Fem
184,Starokatolická farnost Krásná Lípa,Sing,Fem
185,Rover Group,Sing,Masc
186,Lufthansa,Sing,Fem
187,National Press Photographers Association,,
188,Mettler Toledo,Sing,Neut
189,KLM,Sing,Masc
190,BMI Regional,,
191,Nová demokratická strana,Sing,Fem
192,Lidová národní strana,Sing,Fem
193,Sdružení amerických scenáristů,Sing,Neut
194,McDonnell Douglas,Sing,Masc
195,Nadace knížete z Lichtenštejna,Sing,Fem
196,McDonnell Aircraft Corporation,Sing,Masc
197,Sjednocená arabská kandidátka (1977),Sing,Fem
198,Vlastenecká fronta (Rakousko),Sing,Fem
199,Zvonařská dílna Tomášková-Dytrychová,Sing,Fem
200,650. pěší divize (Wehrmacht),Sing,
201,Světová asociace zoologických zahrad a akvárií,Sing,Fem
202,Caroline Records,Sing,Masc
203,VMRO-DPMNE,,
204,Organizace pro osvobození Palestiny,Sing,Fem
205,Český tenisový svaz,Sing,Masc
206,Český rozhlas Region,Sing,Masc
207,Moto Guzzi,,
208,Eurest,Sing,Masc
209,Maersk,Sing,Masc
210,Královská kanadská jízdní policie,Sing,Fem
211,Air Berlin,Sing,Masc
212,Temsa,Sing,Fem
213,Jihočeské podniky pro automobilovou dopravu,Plur,Masc
214,Coogi,Sing,Neut
215,Mezinárodní šachová federace,Sing,Fem
216,Farní sbor Českobratrské církve evangelické v Chodově u Karlových Varů,Sing,Masc
217,Národně socialistická německá dělnická strana,Sing,Fem
218,Vanguardia Popular Socialista,Sing,Masc
219,Německé volební společenství,Sing,Neut
220,Ázerbájdžánská národní knihovna,Sing,Fem
221,British Rail,,
222,ACM Automobili,Plur,Masc
223,Trans World Airlines,,Fem
224,Strana národní pravice,Sing,Fem
225,Cine Manifest,,
226,Křesťanskodemokratická strana,Sing,Fem
227,Kach,Sing,Masc
228,Městský ústav ochrany památek Bratislava,Sing,Masc
229,Vlámský blok,Sing,Masc
230,Mezinárodní PEN klub,Sing,Masc
231,Borsay,Sing,Fem
232,Nakladatelství Petrov,Sing,Neut
233,Enix,Sing,
234,Křesťanská lidová strana (Norsko),Sing,Fem
235,Cirque du Soleil,Sing,Masc
236,Komunistická strana Abcházie,Sing,Fem
237,Palmarská katolická církev,Sing,Fem
238,Pokroková strana (1912),Sing,Fem
239,Sociálně demokratická strana Koreje,Sing,Fem
240,Západoevropská unie,Sing,Fem
241,Ihagee,Sing,Neut
242,Svaz komunistů Kosova,Sing,Masc
243,"Autogena, kotlárna, dílna strojnická a autogenní svařování, O. Schwippel & K. Pálka",Plur,"Fem,Neut"
244,Ústředí muslimských obcí České republiky,Sing,Neut
245,NASDAQ OMX Group,,
246,Český filharmonický sbor Brno,Sing,Masc
247,Diecéze Amantia,Plur,Neut
248,Farní sbor Slezské církve evangelické augsburského vyznání v Oldřichovicích,Sing,Masc
249,Fides (agentura),Sing,Masc
250,Aixam,Sing,Masc
251,CJ Group,,
252,Whataburger,Sing,Masc
253,Komunistická strana Arménie,Sing,Fem
254,Trávnice (odbojová skupina),Sing,Fem
255,NBC,,Neut
256,Národní socialistické hnutí,Sing,Neut
257,Gräf & Stift,Sing,Masc
258,EMI Records,Plur,Masc
259,Mezinárodní unie geologických věd,Sing,Fem
260,Mezinárodní boxerská federace,Sing,Fem
261,Pfalz Flugzeugwerke,Sing,Masc
262,Hodonínek,Sing,Masc
263,Černé září (skupina),Sing,Neut
264,Královéhradecká diecéze Církve československé husitské,Sing,Fem
265,37. dobrovolnická jízdní divize SS „Lützow“,Sing,Fem
266,Rickenbacker,Sing,Masc
267,Výbor na obranu nespravedlivě stíhaných,Sing,Masc
268,A Rocha,Sing,Masc
269,UAZ,Sing,Masc
270,BMW,,Neut
271,Checker,Sing,Masc
272,Svaz průmyslu a dopravy ČR,Sing,Masc
273,Sbor národní bezpečnosti,Sing,Masc
274,Russo-Balt,Sing,Neut
275,Mezinárodní horolezecká federace,Sing,Fem
276,BorsodChem,Sing,Masc
277,Stichting Skepsis,,Masc
278,Confederation of European Baseball,,
279,Cemex,Sing,Masc
280,Slezská lidová strana,Sing,Fem
281,Sdružení organizací homosexuálních občanů v ČR,Sing,Neut
282,Strana zelených,Sing,Fem
283,Volga-Dnepr Airlines,Sing,Fem
284,Bloods,Sing,Masc
285,Diecéze Amadassa,,Neut
286,Národopisná Morava,Sing,Fem
287,Kablo,Sing,Neut
288,18. divize (mobilizace 1938),Sing,Fem
289,Arménská revoluční federace,Sing,Fem
290,Fontana Records,Sing,Masc
291,Farní sbor Českobratrské církve evangelické v Opavě,Sing,Masc
292,Gabonská pokroková strana,Sing,Fem
293,Ekonomická a sociální rada OSN,Sing,Fem
294,Ukrajinská republikánská kapela,Sing,Fem
295,"Josef Katschner a syn, továrna vaječných a medových výrobků a sušárna zeleniny",Sing,Masc
296,Mondial Photo-Presse,,Masc
297,Inuitské společenství,Sing,Neut
298,Vitra (firma),Sing,Fem
299,Doprastav,Sing,Masc
300,Evropský soud pro lidská práva,Sing,Masc
301,Factory Records,Sing,Masc
302,Slovenská sociálnodemokratická strana Uhorska,Sing,Fem
303,Alstom,Sing,Masc
304,Vláda Lutze Schwerina von Krosigka,Sing,Fem
305,Hnutí 22. března,Sing,Neut
306,Agrokor,Sing,Masc
307,"Archeologický ústav Akademie věd České republiky, Praha",Sing,Masc
308,Sturmabteilung,Sing,Neut
309,Lamy (firma),Plur,Masc
310,Nowa fala,Plur,"Fem,Neut"
311,Herbalife,Sing,Fem
312,Sinťiangský výrobní a stavební sbor,Sing,Masc
313,Jezuitský filosofický ústav (Děčín),Sing,Masc
314,Mittelwerk,Sing,Masc
315,Merkur (obchodní řetězec),Sing,Masc
316,Korea Educational Broadcasting System,Sing,Fem
317,Audi Sport,,
318,Společnost pro výzkum kamenných křížů,Sing,Fem
319,Organizace ekonomické spolupráce,Sing,Fem
320,Slov-Air,Sing,Masc
321,Collegium Carolinum,Sing,Neut
322,Kenya Airways,Plur,Fem
323,Lucernafilm Video,Sing,Neut
324,Nacionalistická strana (Malta),Sing,Fem
325,Red Nacional de los Ferrocarriles Españoles,,
326,China Eastern Airlines,Plur,Fem
327,Skupina architektů moderního směru,Sing,Fem
328,Symfonický orchestr Českého rozhlasu,Sing,Masc
329,Produktiva (družstvo),Sing,Fem
330,Finnair,Sing,Masc
331,Tatra revue,Sing,Fem
332,Pratt & Whitney Canada,Sing,Masc
333,Klub Pathfinder,Sing,Masc
334,Slovenský horolezecký spolek JAMES,Sing,Masc
335,Dědrasbor,Sing,Masc
336,Technolen,Sing,Masc
337,Mezinárodní buddhistický institut,Sing,Masc
338,The Heritage Foundation,,
339,Tio fotografer,Sing,Masc
340,Petronas,Sing,Masc
341,Lacaton & Vassal,Sing,Masc
342,FIFPro,,
343,Karmel Heilig Blut,Sing,Masc
344,6. divize (mobilizace 1938),Sing,Fem
345,Süddeutsche Automobil-Fabrik Gaggenau,Sing,Masc
346,30. granátnická divize SS (1. běloruská),Sing,Fem
347,Paws,Sing,Masc
348,Oberkommando der Wehrmacht,Sing,Neut
349,Mannesmann,Sing,Masc
350,Řízení letového provozu České republiky,Sing,Neut
351,Československý státní film,Sing,Masc
352,AJ Produkter,Sing,Masc
353,AVL List,,
354,Allied Signal,Sing,Masc
355,Société anonyme des ateliers d’aviation Louis Breguet,Plur,Masc
356,National Youth Orchestra of Wales,,
357,Charita Česká republika,Sing,Fem
358,Strana kurdských pracujících,Sing,Fem
359,Shell Canada,Sing,Masc
360,Œuvre des Chantiers du Cardinal,,
361,Vojenský historický archiv,Sing,Masc
362,Pohotovostní oddíly Hlinkovy gardy,Plur,Masc
363,KDU-ČSL,,Fem
364,Aeroklub České republiky,Sing,Masc
365,Glennovo výzkumné středisko,Sing,Neut
366,Státní reformní strana,Sing,Fem
367,MND,Sing,Masc
368,Diecéze Ala miliaria,,
369,Deutscher Böhmerwaldbund,Sing,Masc
370,Reebok,Sing,Masc
371,International Harvester,Sing,Masc
372,Fedcupový tým Západního Německa,Sing,Masc
373,Strana zelených (Slovensko),Sing,Fem
374,Raja (firma),Sing,Fem
375,Svaz komunistů Chorvatska,Sing,Masc
376,Včela (spotřební družstvo),Sing,Fem
377,Magen David Adom,Sing,Masc
378,Sovětská hokejová reprezentace,Sing,Fem
379,Seasonic,,
380,Občanská demokratická aliance,Sing,Fem
381,Jihočeská vědecká knihovna,Sing,Fem
382,Cyrilometodějská křesťanská akademie,Sing,Fem
383,Komunistická strana Indie (marxistická),Sing,Fem
384,Mezinárodní sdružení správ majáků,Sing,Neut
385,Ústřední knihovna Slovenské akademie věd,Sing,Fem
386,Interscope Records,Sing,Masc
387,Farní sbor Českobratrské církve evangelické v Silůvkách u Brna,Sing,Masc
388,Ústav molekulární biologie rostlin Biologického centra Akademie věd České republiky,Sing,Masc
389,Air Malawi,Sing,Masc
390,Česká liga proti bolševismu,Sing,Fem
391,Pronovias,,
392,Motorpal,Sing,Masc
393,Tami,,
394,Thiokol,Sing,Masc
395,Clément-Bayard,Sing,Masc
396,Česká matematická společnost,Sing,Fem
397,Deutscher Schulverein,Sing,Masc
398,Mezinárodní společnost pro soudobou hudbu,Sing,Fem
399,TREVOS,Sing,Masc
400,Český myslivecký svaz,Sing,Masc
401,Stefanusalliansen,Sing,Masc
402,Commodore International,,
403,Brasier,Sing,Masc
404,Uprchlický tábor Traiskirchen,Sing,Masc
405,Moulinex,Sing,Masc
406,Irská národně osvobozenecká armáda,Sing,Fem
407,Kinofa,Sing,Fem
408,Progresivní strana (Izrael),Sing,Fem
409,Radost ze života,Sing,Fem
410,J.P. Morgan & Co.,,Masc
411,Lidová strana na Moravě (Bulín),Sing,Fem
412,Nacionálně socialistická česká dělnická a rolnická strana,Sing,Fem
413,Encyklopedický ústav Slovenské akademie věd,Sing,Masc
414,Minnesotská demokratická zemědělská strana práce,Sing,Fem
415,Austin Motor Company,,Fem
416,Janyška a spol.,Sing,Fem
417,Aeroméxico,Sing,Neut
418,Centrum Valonsko-Brusel v Paříži,Sing,Neut
419,1. armáda (mobilizace 1938),,
420,Českomoravská psychologická společnost,Sing,Fem
421,Los Angeles Philharmonic,,
422,Španělská armáda,Sing,Fem
423,RKO Pictures,Sing,Masc
424,"František Kňourek, tržnice masa, sádla, uzenin a vývoz šunek",Sing,Masc
425,Heavenly Recordings,Sing,Masc
426,Oblastní nemocnice Kladno,Sing,Fem
427,Mezinárodní basketbalová federace,Sing,Fem
428,China Airlines,Plur,Fem
429,Radiotelevizija Srbije,Sing,Masc
430,Státní fotoměřický ústav,Sing,Masc
431,Achilles (automobil),Sing,Masc
432,7. ústřední výbor Komunistické strany Číny,,
433,Baťova letecká společnost,Sing,Fem
434,Nejvyšší lidový soud Čínské lidové republiky,Sing,Masc
435,Japan Airlines,Plur,Fem
436,Česká genealogická a heraldická společnost v Praze,Sing,Fem
437,Třetí vláda Jozefa Tisa,Sing,Fem
438,Synergistic Software,Sing,Masc
439,Bosanskohercegovačka radiotelevizija,Sing,Fem
440,Farní sbor Českobratrské církve evangelické v Teplé,Sing,Masc
441,Ta'al,,
442,Ústav etnologie a sociální antropologie Slovenské akademie věd,Sing,Masc
443,Koch & Korselt,Sing,Masc
444,Svoboda (nakladatelství),Sing,Masc
445,Gruzínská národní akademie věd,Sing,Fem
446,Association for Computing Machinery,,Fem
447,The North Face,,
448,Český svaz bojovníků za svobodu,Sing,Masc
449,Vláda národní jednoty (Maďarsko),Sing,Fem
450,Konstitučně demokratická strana,Sing,Fem
451,Národní sjednocení,Sing,Neut
452,Indian,Sing,Masc
453,Knihovna města Mladá Boleslav,Sing,Fem
454,Spojenecká kontrolní rada,Sing,Fem
455,Berliner Verkehrsbetriebe,Sing,Neut
456,Austin Rover Group,Sing,Masc
457,Český rozhlas Rádio DAB Praha,Sing,Masc
458,Asociace národních olympijských výborů,Sing,Fem
459,Petiční výbor Věrni zůstaneme,Plur,
460,Slovenski krščanski demokrati,Plur,Masc
461,Seta,Sing,Fem
462,Škoda (podnik),Sing,Fem
463,Česká zbrojovka Uherský Brod,Sing,Fem
464,Levicová fronta,Sing,Fem
465,Tim Hortons,Sing,Masc
466,Bojová organizace Horního Slezska,Sing,Fem
467,Gesellschaft zur wissenschaftlichen Untersuchung von Parawissenschaften,Sing,Masc
468,Irská republikánská armáda,Sing,Fem
469,USIA,Sing,Fem
470,Komatsu,,
471,Harris & Ewing photo studio,Sing,Neut
472,Soudní dvůr Evropské unie,Sing,Masc
473,Royal Aero Club,Sing,Neut
474,Kongres Poláků v České republice,Sing,Masc
475,Stroukoff Aircraft,,Masc
476,Sea Shepherd Conservation Society,Sing,Masc
477,Farní sbor Českobratrské církve evangelické v Litomyšli,Sing,Masc
478,Pěvecké sdružení pražských učitelů,Sing,Neut
479,Farní sbor Českobratrské církve evangelické v Rokycanech,Sing,Masc
480,Maďarská národní strana,Sing,Fem
481,Omnipol,Sing,Masc
482,L'Oréal,Sing,Masc
483,Průmysl mléčné výživy,Sing,Masc
484,3M,,
485,Židovská občanská strana v Podkarpatské Rusi,Sing,Fem
486,Techija,Sing,Fem
487,Národní sdružení (Francie),Sing,Neut
488,Národně-demokratická strana Německa (Německá demokratická republika),,
489,Komunistim ivrim,Sing,Masc
490,Nemocnice Frýdlant,Plur,Fem
491,Mary Kay,,
492,Mongolská lidová strana,Sing,Fem
493,Levicová strana (Švédsko),Sing,Fem
494,Československý šachový svaz,Sing,Masc
495,Moravský ornitologický spolek,Sing,Masc
496,Organizace africké jednoty,Sing,Fem
497,The Wooster Group,,
498,Auto Union,Sing,Neut
499,Havlíčkova mládež,Sing,Fem
500,Daewoo,,
501,Parti frontiste,Plur,
502,Progress (ruský letecký závod),Sing,Masc
503,Autonomní zemědělský sojuz,Sing,Masc
504,Červená sedma,Sing,Fem
505,Benetton (firma),Sing,Masc
506,Mezinárodní asociace výtvarných kritiků,Sing,Fem
507,Evropa 2,Sing,Fem
508,Amtrak,,
509,Air India,Sing,Masc
510,Svaz evangelických církví v Republice československé,Sing,Masc
511,Demokratická strana (Srbsko),Sing,Fem
512,Convair,Sing,Masc
513,RCA Records,Plur,Masc
514,Arc'teryx,Sing,Masc
515,Bambini di Praga,Sing,Masc
516,Mezinárodní federace stolního tenisu,Sing,Fem
517,Fianna Fáil,Sing,Masc
518,Túde,,
519,Entomologický ústav Biologického centra Akademie věd České republiky,Sing,Masc
520,De Havilland Engine Company,,
521,Intersport,Sing,Masc
522,Valné shromáždění OSN,Sing,Neut
523,Demokratická fronta pro osvobození Palestiny,Sing,Fem
524,Povodí Moravy (státní podnik),Sing,Neut
525,Korporace prezidenta Církve Ježíše Krista Svatých Posledních dnů,Sing,Fem
526,Německá lidová strana (Německo),Sing,Fem
527,Státní ústav pro kontrolu léčiv,Sing,Masc
528,Mora Moravia,Sing,Fem
529,Státní fond pro zúrodnění půdy,Sing,Masc
530,Fedcupový tým Sovětského svazu,Sing,Masc
531,ABC Signature,,Neut
532,Univerzitní nemocnice Louise Pasteura,Sing,Fem
533,Albixon,Sing,Masc
534,Likinský autobusový závod,Sing,Masc
535,Slovenská akademie věd,Sing,Fem
536,Bavaria Yachtbau,Sing,Masc
537,Státní tiskárna cenin,Sing,Fem
538,Jüdischer Kulturbund,Sing,Masc
539,Československá letecká společnost,Sing,Fem
540,Světová rada církví,Sing,Fem
541,Zelený svaz,Sing,Masc
542,Konzervativní lidová strana (Německo),Sing,Fem
543,Výzkumný ústav vodohospodářský T. G. Masaryka,Sing,Masc
544,Fronta Polisario,Sing,Fem
545,Velamos,Sing,Masc
546,Organizace pro hospodářskou spolupráci a rozvoj,Sing,Fem
547,Consolidated Aircraft,,
548,Židovská obranná liga,Sing,Fem
549,Partido Independentista Puertorriqueño,,Masc
550,Jihlavan,Sing,Masc
551,SABCA,Sing,Fem
552,Committee on Public Information,,
553,Belga Rise,Sing,Fem
554,Bärenreiter,Sing,Masc
555,Tokyo Broadcasting System,Sing,Masc
556,Ukrajinská radikální strana,Sing,Fem
557,KFC,Sing,Masc
558,Atos,Sing,Masc
559,Garaventa,,
560,Verve Records,,
561,Aerowatch,Sing,Masc
562,Ústřední jednota českých šachistů,Sing,Fem
563,Amway,Sing,Fem
564,Mejmad,Sing,Masc
565,Cord,Sing,Masc
566,Panevropská unie,Sing,Fem
567,Zdravotní středisko Virginie Masonové,Sing,Neut
568,Lanex,Sing,Masc
569,Lesben- und Schwulenverband in Deutschland,Sing,Masc
570,Jensen Motors,Sing,Masc
571,Centrální banka Ruské federace,Sing,Fem
572,VIA Technologies,Sing,Fem
573,Městská knihovna Slavoj,Sing,Fem
574,Korean Air,Sing,Masc
575,Spořitelní a záložní spolek pro obec Slatinu,Sing,Masc
576,Acció Catalana,Sing,Masc
577,Ministerstvo spravedlnosti Spojených států amerických,Sing,Neut
578,Vignale,,
579,Société Nationale de Radiodiffusion et de Télévision,,Fem
580,JR West,Sing,Masc
581,Světová zdravotnická organizace,Sing,Fem
582,Alaska Airlines,Plur,Fem
583,Krejčovství Vývoj,Sing,Neut
584,Norsk Hydro,Sing,Masc
585,Progresivní kandidátka za mír,Sing,Fem
586,Chrëschtlech Sozial Vollekspartei,Sing,Masc
587,Charta 77,Sing,Fem
588,"Karpatoruská strana pracujícího lidu, malorolníků a bezzemků",Sing,Fem
589,Air Liquide,Sing,Masc
590,Revoluční ukrajinská strana,Sing,Fem
591,Evropský kulturní klub,Sing,Masc
592,Radio Télévision Belge de la Communauté Française,Sing,Neut
593,Federace mladých evropských zelených,Sing,Fem
594,Ženijní skupinové velitelství III Králíky,Sing,Neut
595,Alfa Romeo,Sing,Neut
596,Hnutí za samosprávnou demokracii – Společnost pro Moravu a Slezsko,Sing,Neut
597,Ústav experimentální biofarmacie,Sing,Masc
598,Radiotelevizija Slovenija,Sing,Fem
599,Magyar Dolgozók Pártja,Sing,Fem
600,Kara Trutnov,Sing,Fem
601,Dělnická stráž,Sing,Fem
602,Skupina 1 (mobilizace 1938),Sing,Fem
603,Spolek Komenský (Praha),Sing,Masc
604,Arabská kandidátka pro beduíny a venkovany,Sing,Fem
605,Arabská osvobozenecká fronta,Sing,Fem
606,ARD,,Neut
607,Caterpillar,Sing,Masc
608,Výzkumný ústav lesního hospodářství a myslivosti,Sing,Masc
609,Rada vysokých škol,Sing,Fem
610,Vojenský oddíl Železo,Sing,Masc
611,Oddíl vojenských astronautů USA,Sing,Masc
612,Desigual,Sing,Masc
613,DSV,,Neut
614,Yemenia,Sing,Fem
615,Evangelikální letniční jednota (Polsko),Sing,Fem
616,Strana středu (Švédsko),Sing,Fem
617,US Airways,,
618,Amal,Sing,Masc
619,Clifford Chance,Sing,Masc
620,Zanussi,,
621,Uponor,Sing,Masc
622,Freikorps von Epp,Sing,Masc
623,Airbus,Sing,Masc
624,Fabryka Samochodów Rolniczych,Sing,Fem
625,Psychiatrická nemocnice Havlíčkův Brod,Sing,Fem
626,Farní sbor Českobratrské církve evangelické v Mariánských Lázních,Sing,Masc
627,Svaz české mládeže,Sing,Masc
628,Mapaj,Sing,Masc
629,Kurčatovův institut,Sing,Masc
630,Český rozhlas Ostrava,Sing,Masc
631,International Air Transport Association,,Fem
632,E.G.,,Masc
633,Records,Plur,Masc
634,Rassemblement démocratique révolutionnaire,,Masc
635,Mezinárodní banka hospodářské spolupráce,Sing,Fem
636,Aeritalia,Sing,Fem
637,Hooters,Sing,Masc
638,Deutscher Werkbund,Sing,Masc
639,Farní sbor Českobratrské církve evangelické ve Stříbře,Sing,Masc
640,Light for the World,,
641,Komunistická strana Rumunska,Sing,Fem
642,Zádruha (družstvo),Sing,Fem
643,Mezinárodní vzpěračská federace,Sing,Fem
644,Český radioklub,Sing,Masc
645,Friedmann-Knoller,Sing,Masc
646,Demokratický svaz Maďarů v Rumunsku,Sing,Masc
647,Luxair,Sing,Masc
648,World Wrestling Entertainment,,
649,Lakovar,Sing,Masc
650,Kurdská demokratická strana Iráku,Sing,Fem
651,"Republikánská, radikální a radikálně socialistická strana",Sing,Fem
652,Air New Zealand,Sing,Masc
653,Centropen,Sing,Masc
654,Královská belgická hokejová federace,Sing,Fem
655,Fotbalová federace Austrálie,Sing,Fem
656,Pionýrská organizace Socialistického svazu mládeže,Sing,Fem
657,Vláda Andreje Bródyho,Sing,Fem
658,33. granátnická divize SS „Charlemagne“ (1. francouzská),Sing,Fem
