,entity,number,gender
133,Монтажери американського кіно,Plur,Masc
134,Експериментальний кіноцентр,Sing,Masc
135,Міжнародне товариство естетичної пластичної хірургії,Sing,Neut
136,Київська незалежна медіа-профспілка,Sing,Fem
137,КіноСоюз,Sing,Masc
138,Національна рада Азербайджану,Sing,Fem
139,Берлінське географічне товариство,Sing,Neut
140,Вищий господарський суд Хорватії,Sing,Masc
141,Фонд гарантування вкладів фізичних осіб,Sing,Masc
142,Курляндське товариство літератури і мистецтва,Sing,Neut
143,Державна дума Російської імперії,Sing,Fem
144,Міжнародна федерація тенісу,Sing,Fem
145,Спілка української молоді (Аргентина),Sing,Fem
146,ОМОН (Білорусь),Sing,Masc
147,Московський фізико-технічний інститут,Sing,Masc
148,Папська Академія соціальних наук,Sing,Fem
149,Асоціація футболу інвалідів України,Sing,Fem
150,Західноєвропейський союз,Sing,Masc
151,FATF,,
152,Вікімедіа Польща,Sing,Fem
153,Гаґана,Sing,Fem
154,Асоціація жінок у математиці,Sing,Fem
155,Help Army,,
156,Національна рада з безпеки на транспорті,Sing,Fem
157,Бундесрат (Німеччина),Sing,Masc
158,Юліхський дослідницький центр,Sing,Masc
159,DF Music Organization,,
160,Глобальний екологічній фонд,Sing,Masc
161,Башкирський обласний комітет КПРС,Sing,Masc
162,Парламент Індії,Sing,Masc
163,Конституційний Трибунал Польщі,Sing,Masc
164,"Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг",Sing,Fem
165,Союз польського гарцерства,Sing,Masc
166,Верховна Рада Литовської РСР,Sing,Fem
167,The Urban Institute,,
168,Швейцарський орган нагляду за азартними іграми,Sing,Masc
169,Сенат Республіки Польща,Sing,Masc
170,Палата депутатів Люксембургу,Sing,Fem
171,Управління у справах релігій (Туреччина),Sing,Neut
172,Дорожня поліція Флориди,Sing,Fem
173,Молода Італія,Sing,Fem
174,IETF,,
175,Міжнародний дитячий центр «Артек-Карпати»,Sing,Masc
176,Каунаський центр культур різних народів,Sing,Masc
177,Чорноморсько-Дунайське пароплавство,Sing,Neut
178,Бутанська скаутська асоціація,Sing,Fem
179,ING Groep,,
180,Бібліотека сімейного читання імені Олеся Гончара (Київ),Sing,Fem
181,Таємна рада (Велика Британія),Sing,Fem
182,Фонди «Відкрите суспільство»,Plur,
183,Європейська федерація національних мовних інституцій,Sing,Fem
184,Національна Асамблея людей з інвалідністю України,Sing,Fem
185,HP Labs,,
186,Деснянський районний суд міста Києва,Sing,Masc
187,Риксдаг,Sing,Masc
188,Федерація футболу Албанії,Sing,Fem
189,"Армія звільнення Прешево, Медведжа і Буяновац",Sing,Fem
190,Біоенергетична асоціація України,Sing,Fem
191,Федеральна служба охорони Російської Федерації,Sing,Fem
192,Репрезентативний комітет української громади Франції,Sing,Masc
193,Петербурзька академія наук,Sing,Fem
194,Demosistō,Sing,Fem
195,Британське екологічне товариство,Sing,Neut
196,Міжнародний статистичний інститут,Sing,Masc
197,ESHRE,,
198,Товариство української студіюючої молоді ім. М. Міхновського,Sing,Neut
199,Друзі дітей,Plur,Masc
200,Центральне статистичне управління Ірландії,Sing,Neut
201,Державний архів Севастополя,Plur,Masc
202,ХДС/ХСС,Sing,Masc
203,"Агенція з науки, технології і досліджень",Sing,Fem
204,Сестри Святої Родини з Назарету,Plur,Fem
205,Міжнародний союз залізниць,Sing,Masc
206,Асоціація американських університетів,Sing,Fem
207,Парламент німецькомовної спільноти Бельгії,Sing,Masc
208,Парламент Сінгапуру,Sing,Masc
209,Демократична Сокира,Sing,Fem
210,Верховний суд Узбекистану,Sing,Masc
211,Дорожня поліція Каліфорнії,Sing,Fem
212,Королівський інститут Великої Британії,Sing,Masc
213,Асоціація з розвитку штучного інтелекту,Sing,Fem
214,Віра і краса,Sing,Fem
215,Альянс гей-активістів,Sing,Masc
216,Українська Галицька партія,Sing,Fem
217,Головне управління у справах літератури та видавництв,Sing,Masc
218,Lazarus Group,,
219,Працююча християнська молодь,Sing,Fem
220,Міністерство освіти та досліджень Молдови,Sing,Neut
221,Всесвітня лютеранська федерація,Sing,Fem
222,Міжнародна організація цивільної авіації,Sing,Fem
223,Легіслатура штату Техас,Sing,Fem
224,Уряд Сполучених Штатів Америки,Sing,Masc
225,Всесвітня продовольча програма,Sing,Fem
226,Всесвітня сіоністська організація,Sing,Fem
227,Асоціація авторів наукової фантастики та фентезі Америки,Sing,Fem
228,Центр Разумкова,Sing,Masc
229,Норвезька Есперантистська Ліга,Sing,Fem
230,Українське культурно-освітнє товариство імені Івана Франка,Sing,Neut
231,Санкт-Петербурзький монетний двір,Sing,Masc
232,Точка опори,Sing,Fem
233,Македонська академія наук і мистецтв,Sing,Fem
234,Міжнародна гідрографічна організація,Sing,Fem
235,Центр досліджень публічної політики,Sing,Masc
236,Союз арабських футбольних асоціацій,Sing,Masc
237,Державна служба України з питань безпечності харчових продуктів та захисту споживачів,Sing,Fem
238,Міжнародна федерація з обробки інформації,Sing,Fem
239,Міністерство освіти і науки Російської Федерації,Sing,Neut
240,Сенат США,Sing,Masc
241,Міністерство енергетики США,Sing,Neut
242,Державна інспекція ядерного регулювання України,Sing,Fem
243,Французька торгово-промислова палата в Україні,Sing,Fem
244,Історичний архів (Скоп'є),Sing,
245,Жіночі підрозділи єзидів,Plur,Masc
246,Північна рада,Sing,Fem
247,Міжнародна мінералогічна асоціація,Sing,Fem
248,Балеарська група з орнітології та захисту природи,Sing,Fem
249,Союз українців у Великій Британії,Sing,Masc
250,Національний інститут охорони здоров'я США,Sing,Masc
251,Прибережний та морський союз,Sing,Masc
252,Всесвітня конфедерація бейсболу і софтболу,Sing,Fem
253,Комітет державної безпеки Республіки Білорусь,Sing,Masc
254,ОПЕК,Sing,Masc
255,Європейська легкоатлетична асоціація,Sing,Fem
256,Терра (видавництво),Sing,Fem
257,Користувач:Modekolas/Чернетка,Sing,Masc
258,ЕкоКлуб «Зелена Хвиля»,Sing,Masc
259,Національна зала слави жінок,Sing,Fem
260,Аптечна професійна асоціація України,Sing,Fem
261,Європейський банк реконструкції та розвитку,Sing,Masc
262,Феміністична офензива,Sing,Fem
263,Фронт національного порятунку,Sing,Masc
264,Антирелігійна комісія,Sing,Fem
265,Інститут перегляду історії,Sing,Masc
266,Airlines for America,,
267,Комуністична партія Індії,Sing,Fem
268,Алжирське космічне агентство,Sing,Neut
269,Грецька ліга за права жінок,Sing,Fem
270,Українське юридичне товариство,Sing,Neut
271,Воєнний кабінет при Раді національної безпеки і оборони України,Sing,Masc
272,Фіно-угорське товариство,Sing,Neut
273,Латинський Союз,Sing,Masc
274,Український центр досліджень Голодомору,Sing,Masc
275,Рада Національного банку України,Sing,Fem
276,Євроконтроль,Sing,Masc
277,Конституційний суд Словацької республіки,Sing,Masc
278,Центральна Руська Народна Рада,Sing,Fem
279,Федеральний департамент закордонних справ Швейцарії,Sing,Masc
280,Українське товариство генетиків і селекціонерів імені М. І. Вавилова,Sing,Neut
281,Поліція міста Монреаль,Sing,Fem
282,Центр протидії дезінформації,Sing,Masc
283,Європейська комісія проти расизму та нетерпимості,Sing,Fem
284,Організація непредставлених націй та народів,Sing,Fem
285,Національний будинок органної і камерної музики України,Sing,Masc
286,Болгарська академія наук,Sing,Fem
287,Головне управління контррозвідувального захисту інтересів держави у сфері економічної безпеки СБУ,Sing,Neut
288,ЛКСМУ,,
289,Польське педіатричне товариство,Sing,Neut
290,Російська загально-військова спілка,Sing,Fem
291,Фонд захисних споруд цивільного захисту міста Києва,Sing,Masc
292,Фонд «Українська політика»,Sing,Masc
293,Курдський верховний комітет,Sing,Masc
294,Організація з безпеки і співробітництва в Європі,Sing,Fem
295,Міністерство торгівлі США,Sing,Neut
296,Одеське філософське товариство,Sing,Neut
297,Американська телевізійна академія,Sing,Fem
298,Антарктичний союз мікродержав,Sing,Masc
299,Братство ОУН-УПА Подільського краю «Лисоня»,Sing,Neut
300,Американське товариство кінооператорів,Sing,Neut
301,Верховний суд Японії,Sing,Masc
302,Міністерство закордонних справ Боснії і Герцеговини,Sing,Neut
303,Військово-музичне управління Збройних сил України,Sing,Neut
304,Організація ветеранів України,Sing,Fem
305,Mujeres Libres,,
306,Запорізька обласна рада,Sing,Fem
307,Рада щодо розвитку торгівлі Тайваню,Sing,Fem
308,Мистецтво життя,Sing,Neut
309,Національна академія медичних наук України,Sing,Fem
310,Фонд Мухи,Sing,Masc
311,Бюро статистики Хорватії,Sing,Neut
312,Міністерство закордонних справ Словенії,Sing,Neut
313,Міжнародна асоціація криптологічних досліджень,Sing,Fem
314,Верховна Рада Азербайджанської РСР,Sing,Fem
315,Держфільмофонд СРСР,Sing,Masc
316,"Міністерство підприємництва, енергетики та зв'язку Швеції",Sing,Neut
317,News World Communications,,
318,Міністерство авіації (Велика Британія),Sing,Neut
319,Міжнародна кампанія із заборони ядерної зброї,Sing,Fem
320,Європейська федерація журналістів,Sing,Fem
321,Едускунта,Sing,Fem
322,Історичний архів (Куманово),Plur,Masc
323,Київський інститут проблем управління імені Горшеніна,Sing,Masc
324,Дойл Ерен,Sing,Masc
325,Польське андрологічне товариство,Sing,Neut
326,Інститут Брукінгс,Sing,Masc
327,Спілка археологів України,Sing,Fem
328,Австралійська футбольна ліга,Sing,Fem
329,Комітет державної безпеки (Болгарія),Sing,Masc
330,Європейське агентство з безпечності харчових продуктів,Sing,Neut
331,Міністерство внутрішніх справ Грузії,Sing,Neut
332,Олімпійський комітет Ізраїлю,Sing,Masc
333,Національна асоціація мисткинь,Sing,Fem
334,Іттіфак (партія),,
335,Міжнародна рада військового спорту,Sing,Fem
336,Національний антикорупційний комітет України,Sing,Masc
337,Європейська спілка радіомовлення і телебачення,Sing,Fem
338,Молодіжна асоціація фіно-угорських народів,Sing,Fem
339,Духовне управління мусульман Криму,Sing,Neut
340,Федеральна розвідувальна служба Німеччини,Sing,Fem
341,Історичний архів (Штип),Plur,Masc
342,Дослідницький центр П'ю,Sing,
343,Федерація жінок Квебеку,Sing,Fem
344,Альянс цивілізацій,Sing,Masc
345,Міністерство оборони Норвегії,Sing,Neut
346,Федеральне міністерство оборони Німеччини,Sing,Neut
347,Державний фонд сприяння молодіжному житловому будівництву,Sing,Neut
348,Олімпійська асоціація Швейцарії,Sing,Fem
349,Асоціація польських караїмів,Sing,Fem
350,Донецьке відділення Наукового Товариства імені Шевченка,Sing,Neut
351,Сербська академія наук і мистецтв,Sing,Fem
352,Міжнародна організація роботодавців,Sing,Fem
353,Фонд Рози Люксембург,Sing,Masc
354,Українська зернова асоціація,Sing,Fem
355,Агентство Європейського Союзу з питань мережевої та інформаційної безпеки,Sing,Neut
356,Асоціація європейських клубів,Sing,Fem
357,Міністерство з питань стратегічних галузей промисловості України,Sing,Neut
358,Парламент Греції,Sing,Masc
359,PropOrNot,,
360,Міжнародна авіаційна федерація,Sing,Fem
361,Great Wall,,
362,Українська вітроенергетична асоціація,Sing,Fem
363,AAARGH,,
364,Національна молодіжна рада Норвегії,Sing,Fem
365,Асоціація Європейських Авіаліній,Sing,Fem
366,Державна служба прикордонної охорони Литви,Sing,Fem
367,Китайська народна політична узгоджувальна рада,Sing,Fem
368,Італійське космічне агентство,Sing,Neut
369,Польське алергологічне товариство,Sing,Neut
370,Лікарняна каса «Клалит»,Sing,Fem
371,Міс Всесвіт,Sing,Masc
372,Люмос (організація),Sing,Masc
373,Державна служба України у справах ветеранів,Sing,Fem
374,"Громада (товариство, Тернопіль)",Sing,Fem
375,Господарський суд Херсонської області,Sing,Masc
376,Нідерландська Есперанто-Молодь,Sing,Fem
377,Міжнародний союз велосипедистів,Sing,Masc
378,All Hands Volunteers,,
379,Міжнародна асоціація університетських бібліотек,Sing,Fem
380,Національне агентство із забезпечення якості вищої освіти,Sing,Neut
381,Тернопільська обласна федерація футболу,Sing,Fem
382,Європейська рада з міжнародних відносин,Sing,Fem
383,Національні дружини,Plur,Fem
384,Народна Рада Сирії,Sing,Fem
385,Анонімус (угруповання),Sing,Masc
386,Центр управління державними лісами,Sing,Masc
387,Національний олімпійський комітет Словаччини,Sing,Masc
388,Глобальна Мережа редакторів,Sing,Fem
389,Подоляни (ТРЦ),Plur,Masc
390,Британська рада,Sing,Fem
391,Аніме-клуб «Міцурукі»,Sing,
392,Організація співробітництва залізниць,Sing,Fem
393,ПЕН-клуб,Sing,Masc
394,Об'єднана програма Організації Об'єднаних Націй з ВІЛ/СНІД,Sing,Fem
395,Баварська академія наук,Sing,Fem
396,Каліфорнійське бюро контролю за азартними іграми,Sing,Neut
397,Польське токсикологічне товариство,Sing,Neut
398,Кіпрська федерація футболу,Sing,Fem
399,Спілка кінематографістів СРСР,Sing,Fem
400,Російське музичне товариство,Sing,Neut
401,Всекитайські збори народних представників,Plur,Masc
402,Спілка білоруських письменників,Sing,Fem
403,Міністерство внутрішніх справ СРСР,Sing,Neut
404,Союз Юних Фашистів — Авангард,Sing,Masc
405,Американська соціологічна асоціація,Sing,Fem
406,Академія наук і літератури в Майнці,Sing,Fem
407,Світова місія віри,Sing,Fem
408,Повітряне крило поліції Вікторії,Sing,Neut
409,Український конґресовий комітет Америки,Sing,Masc
410,Міністерство охорони здоров'я Хорватії,Sing,Neut
411,Всеукраїнська Рада селянських депутатів,Sing,Fem
412,Управління державної безпеки,Sing,Neut
413,PMI,Sing,Neut
414,Федеральна виборча комісія США,Sing,Fem
415,Автомобільна зала слави,Sing,Fem
416,Міжнародне товариство прав людини,Sing,Neut
417,Combat 18,,
418,Апостольський Екзархат в Італії,Sing,Masc
419,Енциклопедичне видавництво,Sing,Neut
420,Федерація профспілок України,Sing,Fem
421,Marshall Cavendish,,
422,Державне агентство України з питань мистецтв та мистецької освіти,Sing,Neut
423,"Бойкот, дивестиція та санкції",Sing,Masc
424,Економетричне товариство,Sing,Neut
425,Аргентинська організація виробників фонограм і відеограм,Sing,Fem
426,Українська федерація хокею на роликах,Sing,Fem
427,Асамблея Північної Ірландії,Sing,Fem
428,Полісаріо,Sing,Neut
429,Федерація футболу Східної Азії,Sing,Fem
430,Одеська футбольна ліга,Sing,Fem
431,Всесвітня організація охорони здоров'я,Sing,Fem
432,Міжнародна музична рада,Sing,Fem
433,Центральне бюро статистики Сирії,Sing,Neut
434,Головне управління внутрішніх справ Мінського міськвиконкому,Sing,Neut
435,Санкт-Петербурзьке товариство дослідників природи,Sing,Masc
436,Planting Peace,,
437,Воля (партія),Sing,Fem
438,Храм Володимирської ікони Божої Матері (Одеса),Plur,Masc
439,Японська асоціація звукозаписувальних компаній,Sing,Fem
440,Революційна асоціація жінок Афганістану,Sing,Fem
441,Міжнародна асоціація котів,Sing,Fem
442,Міжнародна федерація хокею із шайбою,Sing,Fem
443,Варшавський договір (1955),Sing,Masc
444,ФІФА,Sing,Fem
445,Ботанічний інститут імені В. Л. Комарова РАН,Sing,Masc
446,Федеральне бюро розслідувань,Sing,Neut
447,Асоціація університетів для досліджень в астрономії,Sing,Fem
448,Поліція штату Нью-Джерсі,,
449,Міжнародна китобійна комісія,Sing,Fem
450,Агентство з розшуку та менеджменту активів,Sing,Neut
451,Федеральне міністерство освіти та наукових досліджень Німеччини,Sing,Neut
452,Міжнародний союз із вивчення четвертинного періоду,Sing,Masc
453,Асоціація кінокритиків Лос-Анджелеса,Sing,Fem
454,Поліція Лондонського Сіті,Sing,Fem
455,Болгарський олімпійський комітет,Sing,Masc
456,"Інститут міжнародного права, Гент",Sing,Masc
457,Норвезька поліційна служба безпеки,Sing,Fem
458,Український науковий інститут книгознавства,Sing,Masc
459,Європейська економічна спільнота,Sing,Fem
460,Донецька республіка (організація),Sing,Fem
461,Інститут Карнегі,Plur,
462,Товариство імені Фраунгофера,Sing,Neut
463,Королівський Об'єднаний інститут оборонних досліджень,Sing,Masc
464,Тернопільський обласний методичний центр народної творчості,Sing,Masc
465,Транспортне управління затоки Массачусетс,Sing,Neut
466,Козацька українська партія,Sing,Fem
467,Секретаріат ООН,Sing,Masc
468,Союз спасіння,Sing,Masc
469,Люди за етичне ставлення до тварин,Plur,Fem
470,Шенад Ерен,Sing,Masc
471,Дорожня поліція Техасу,Sing,Fem
472,Партія «Громадянська солідарність»,Sing,Fem
473,Національне поліційне агентство (Японія),Sing,Neut
474,Данська кіноакадемія,Sing,Fem
475,Американська торговельна палата в Україні,Sing,Fem
476,Фраунгоферський інститут інтегральних схем,Sing,Masc
477,Online Computer Library Center,,
478,Коледжі об'єднаного світу,Ptan,
479,Міжнародна автомобільна федерація,Sing,Fem
480,Білі шоломи,Plur,Masc
481,Інститут тваринництва степових районів імені Михайла Іванова «Асканія-Нова»,Sing,Masc
482,Кіноки,,
483,Український національний фонд,Sing,Masc
484,Американське помологічне товариство,Sing,Neut
485,Американська адміністрація допомоги,Sing,Fem
486,Палата представників Японії,Sing,Fem
487,Народний фронт Латвії,Sing,Masc
488,Асоціація латиноамериканської інтеграції,Sing,Fem
489,Фонд Гіршфельда-Едді,Sing,Masc
490,Нідерландська організація прикладних наукових досліджень,Sing,Fem
491,Українсько-Американська Координаційна Рада,Sing,Fem
492,Спілка торгових палат і товарних бірж Туреччини,Sing,Fem
493,Конституційний суд Чеської Республіки,Sing,Masc
494,The Document Foundation,,
495,Міністерство у справах ветеранів України,Sing,Neut
496,Асоціація фіно-угорських народів РФ,Sing,Fem
497,Міністерство фінансів Латвії,Sing,Neut
498,Всеукраїнське товариство Едварда Гріга,Sing,Neut
499,Wiki Education Foundation,,
500,Five Eyes,,
501,Всесвітня федерація тхеквондо,Sing,Masc
502,Міжпарламентська асамблея православ'я,Sing,Fem
503,Академія наук Республіки Татарстан,Sing,Fem
504,Уряд Свердловської області,Sing,Masc
505,Господарський суд Івано-Франківської області,Sing,Masc
506,Духовне відродження,Sing,Neut
507,Трупери штату Аляска,Plur,Masc
508,Уряд Донецької народної республіки,Sing,Masc
509,Міжнародна федерація журналістів,Sing,Fem
510,Світова боксерська організація,Sing,Fem
511,Управління Верховного комісара ООН з прав людини,Sing,Neut
512,Швейцарський літературний архів,Plur,Masc
513,Амстердамський інтернаціонал профспілок,Sing,Masc
514,Королівське Батавське товариство мистецтв і наук,Sing,Neut
515,Статистичне управління Швеції,Sing,Neut
516,Європейська арабська ліга,Sing,Fem
517,"Національна комісія, що здійснює державне регулювання у сфері енергетики",Sing,Fem
518,Грецька поліція,Sing,Fem
519,Філотехнічна асоціація,Sing,Fem
520,АФК,Sing,Masc
521,Національна асоціація студентського спорту,Sing,Fem
522,Законодавчі збори Севастополя,Plur,Masc
523,Українське лікарське товариство,Sing,Neut
524,Асоціація кінокритиків Чикаго,Sing,Fem
525,Лужицький альянс,Sing,Masc
526,Голосіївський районний суд міста Києва,Sing,Masc
527,Мовна інспекція (Естонія),Sing,Fem
528,Міністерство освіти США,Sing,Neut
529,Біостанція «Гайдари»,Sing,Fem
530,Національна асоціація морської електроніки,Sing,Fem
531,Міністерство оподаткування Данії,Sing,Neut
532,Сервас,Plur,
533,Законодавчі збори Санкт-Петербурга,Plur,Masc
534,Карельська Академічна Спілка,Sing,Fem
535,Всесвітній російський народний собор,Sing,Masc
536,Європейська партія України,Sing,Fem
537,Київська міська державна адміністрація,Sing,Fem
538,Рандей,Sing,Masc
539,Investigace.cz,,
540,SSRN,,
541,ТОР (тактична поліція),Sing,Masc
542,Господарський суд Хмельницької області,Sing,Masc
543,Корпус миру,Sing,Masc
544,Поліція штату Нью-Йорк,Sing,Fem
545,Прокуратура Європейського Союзу,Sing,Fem
546,Юстиц-колегія,Sing,Fem
547,Фонд Карнеґі за міжнародний мир,Plur,
548,Американське антикварне товариство,Sing,Neut
549,Національний директорат розвідки та митних розслідувань,Sing,Masc
550,Сейм Латвії,Sing,Fem
551,Міжнародна рада ботанічних садів з охорони рослин,Sing,Fem
552,Оптичне товариство,Sing,Neut
553,Палата депутатів Румунії,Sing,Fem
554,Wikimedia Deutschland,,
555,Система центральноамериканської інтеграції,Sing,Fem
556,Асоціація українських письменників,Sing,Fem
557,Міністерство з надзвичайних ситуацій Республіки Білорусь,Sing,Neut
558,ООН-Жінки,Plur,Fem
559,Тернопільська обласна організація НСПУ,Sing,Fem
560,Сенат Чехії,Sing,Masc
561,Handicap International,,
562,Інститут наукового атеїзму,Sing,Masc
563,Центр адаптації державної служби до стандартів Європейського Союзу,Sing,Masc
564,Місія ООН у Сьєрра-Леоне,Sing,Neut
565,Фундація Улафа Тона,Sing,Fem
566,Ховевей Ціон,Sing,Masc
567,Польське астрономічне товариство,Sing,Neut
568,Американський інститут фізики,Sing,Masc
569,Міністерство фінансів Ізраїлю,Sing,Neut
570,Федеральне міністерство внутрішніх справ Німеччини,Sing,Neut
571,Всеукраїнське об'єднання «Свобода»,Sing,Neut
572,Національна асамблея Буркіна-Фасо,Sing,Fem
573,Міжнародна федерація веслувального спорту,Sing,Fem
574,Репортери без кордонів,Plur,Masc
575,Історичний архів (Тетово),Plur,Masc
576,"Асоціація ""IT Ukraine""",Sing,Fem
577,Верховний суд Намібії,Sing,Masc
578,Європейська конференція з питань штучного інтелекту,Sing,Fem
579,Загальновидовий центр бойової підготовки ОЗС НАТО,Sing,Masc
580,Товариство сільського господарства Південної Росії,Sing,Neut
581,Трибунал по Китаю,Sing,Masc
582,Прессекретар Президента Російської Федерації,Sing,Masc
583,Державна служба України з безпеки на транспорті,Sing,Fem
584,Черкаська обласна державна адміністрація,Sing,Fem
585,Національна асамблея Бурунді,Sing,Fem
586,Національна комісія з цінних паперів та фондового ринку,Sing,Fem
587,Європейська асоціація студентів права,Sing,Fem
588,Польський союз виробників фонограм,Sing,Masc
589,Дніпропетровська обласна рада,Sing,Fem
590,Інтернаціонал піратських партій,Sing,Masc
591,Союз комуністів,Sing,Masc
